Amp training started. 2016-07-29T16:15:54

Local environment descriptor: Behler
Regression: NeuralNetwork

Parallel processing over 1 cores.

Training on 239 images.
Hashing images...
 239 unique images after hashing.
 ...hashing completed. 0.0 min.
1 unique elements included: C
Symmetry functions for each element:
  C: 8
Hidden-layer structure:
  C: [1, 1]
Initial weights already present.
Initial scalings already present.
Calculating atomic fingerprints...
 Saved fingerprints file scripts/2016-07-28/generic2/3-3-3/fingerprints.db loaded with 239 entries. 0.0 min.
 Calculating 0 of 239 fingerprints (239 exist in file).
 ...all fingerprint operations complete. 0.0 min.
Re-shaping images data to send to fortran90...
 ...data re-shaped. 0.0 min.
Initial parameters saved in file scripts/2016-07-28/generic2/3-3-3/initial-parameters.json.

Starting optimization of cost function...
 Energy goal: 1.000e-03
 No force training.
Step              Time               Cost     RMS (Energy
                                    Function    per Atom)
                                                 Error
=====  ==========================  =========  ==========
  256        2016-07-29T16:16:30  8.526e-02    1.889e-02
  257        2016-07-29T16:16:30  8.515e-02    1.888e-02
  258        2016-07-29T16:16:30  8.507e-02    1.887e-02
  259        2016-07-29T16:16:30  8.506e-02    1.886e-02
  260        2016-07-29T16:16:30  8.503e-02    1.886e-02
  261        2016-07-29T16:16:31  8.497e-02    1.886e-02
  262        2016-07-29T16:16:31  8.492e-02    1.885e-02
  263        2016-07-29T16:16:31  8.489e-02    1.885e-02
  264        2016-07-29T16:16:31  8.498e-02    1.886e-02
  265        2016-07-29T16:16:31  8.485e-02    1.884e-02
  266        2016-07-29T16:16:31  8.481e-02    1.884e-02
  267        2016-07-29T16:16:31  8.475e-02    1.883e-02
  268        2016-07-29T16:16:32  8.465e-02    1.882e-02
  269        2016-07-29T16:16:32  8.451e-02    1.880e-02
  270        2016-07-29T16:16:32  8.512e-02    1.887e-02
  271        2016-07-29T16:16:32  8.446e-02    1.880e-02
  272        2016-07-29T16:16:32  8.440e-02    1.879e-02
  273        2016-07-29T16:16:32  8.433e-02    1.878e-02
  274        2016-07-29T16:16:32  8.425e-02    1.878e-02
  275        2016-07-29T16:16:32  8.420e-02    1.877e-02
  276        2016-07-29T16:16:33  8.413e-02    1.876e-02
  277        2016-07-29T16:16:33  8.421e-02    1.877e-02
  278        2016-07-29T16:16:33  8.411e-02    1.876e-02
  279        2016-07-29T16:16:33  8.408e-02    1.876e-02
  280        2016-07-29T16:16:33  8.406e-02    1.875e-02
  281        2016-07-29T16:16:33  8.403e-02    1.875e-02
  282        2016-07-29T16:16:33  8.404e-02    1.875e-02
  283        2016-07-29T16:16:33  8.402e-02    1.875e-02
  284        2016-07-29T16:16:34  8.402e-02    1.875e-02
  285        2016-07-29T16:16:34  8.400e-02    1.875e-02
  286        2016-07-29T16:16:34  8.399e-02    1.875e-02
  287        2016-07-29T16:16:34  8.397e-02    1.874e-02
  288        2016-07-29T16:16:34  8.395e-02    1.874e-02
  289        2016-07-29T16:16:34  8.394e-02    1.874e-02
  290        2016-07-29T16:16:34  8.393e-02    1.874e-02
  291        2016-07-29T16:16:34  8.390e-02    1.874e-02
  292        2016-07-29T16:16:35  8.387e-02    1.873e-02
  293        2016-07-29T16:16:35  8.396e-02    1.874e-02
  294        2016-07-29T16:16:35  8.386e-02    1.873e-02
  295        2016-07-29T16:16:35  8.385e-02    1.873e-02
  296        2016-07-29T16:16:35  8.381e-02    1.873e-02
  297        2016-07-29T16:16:35  8.377e-02    1.872e-02
  298        2016-07-29T16:16:35  8.373e-02    1.872e-02
  299        2016-07-29T16:16:35  8.368e-02    1.871e-02
Saving checkpoint data.
  300        2016-07-29T16:16:36  8.361e-02    1.870e-02
  301        2016-07-29T16:16:36  8.354e-02    1.870e-02
  302        2016-07-29T16:16:36  8.347e-02    1.869e-02
  303        2016-07-29T16:16:36  8.346e-02    1.869e-02
  304        2016-07-29T16:16:36  8.344e-02    1.869e-02
  305        2016-07-29T16:16:36  8.341e-02    1.868e-02
  306        2016-07-29T16:16:36  8.338e-02    1.868e-02
  307        2016-07-29T16:16:36  8.337e-02    1.868e-02
  308        2016-07-29T16:16:37  8.336e-02    1.868e-02
  309        2016-07-29T16:16:37  8.335e-02    1.867e-02
  310        2016-07-29T16:16:37  8.334e-02    1.867e-02
  311        2016-07-29T16:16:37  8.333e-02    1.867e-02
  312        2016-07-29T16:16:37  8.333e-02    1.867e-02
  313        2016-07-29T16:16:37  8.333e-02    1.867e-02
  314        2016-07-29T16:16:37  8.332e-02    1.867e-02
  315        2016-07-29T16:16:37  8.331e-02    1.867e-02
  316        2016-07-29T16:16:38  8.330e-02    1.867e-02
  317        2016-07-29T16:16:38  8.329e-02    1.867e-02
  318        2016-07-29T16:16:38  8.327e-02    1.867e-02
  319        2016-07-29T16:16:38  8.332e-02    1.867e-02
  320        2016-07-29T16:16:38  8.327e-02    1.867e-02
  321        2016-07-29T16:16:38  8.326e-02    1.866e-02
  322        2016-07-29T16:16:38  8.326e-02    1.866e-02
  323        2016-07-29T16:16:39  8.326e-02    1.866e-02
  324        2016-07-29T16:16:39  8.326e-02    1.866e-02
  325        2016-07-29T16:16:39  8.326e-02    1.866e-02
  326        2016-07-29T16:16:39  8.326e-02    1.866e-02
  327        2016-07-29T16:16:39  8.325e-02    1.866e-02
  328        2016-07-29T16:16:39  8.325e-02    1.866e-02
  329        2016-07-29T16:16:39  8.325e-02    1.866e-02
  330        2016-07-29T16:16:39  8.325e-02    1.866e-02
  331        2016-07-29T16:16:40  8.324e-02    1.866e-02
  332        2016-07-29T16:16:40  8.323e-02    1.866e-02
  333        2016-07-29T16:16:40  8.321e-02    1.866e-02
  334        2016-07-29T16:16:40  8.318e-02    1.866e-02
  335        2016-07-29T16:16:40  8.313e-02    1.865e-02
  336        2016-07-29T16:16:40  8.318e-02    1.866e-02
  337        2016-07-29T16:16:40  8.311e-02    1.865e-02
  338        2016-07-29T16:16:40  8.307e-02    1.864e-02
  339        2016-07-29T16:16:41  8.305e-02    1.864e-02
  340        2016-07-29T16:16:41  8.302e-02    1.864e-02
  341        2016-07-29T16:16:41  8.302e-02    1.864e-02
  342        2016-07-29T16:16:41  8.301e-02    1.864e-02
  343        2016-07-29T16:16:41  8.300e-02    1.864e-02
  344        2016-07-29T16:16:41  8.298e-02    1.863e-02
  345        2016-07-29T16:16:41  8.297e-02    1.863e-02
  346        2016-07-29T16:16:41  8.295e-02    1.863e-02
  347        2016-07-29T16:16:42  8.293e-02    1.863e-02
  348        2016-07-29T16:16:42  8.290e-02    1.862e-02
  349        2016-07-29T16:16:42  8.287e-02    1.862e-02
  350        2016-07-29T16:16:42  8.286e-02    1.862e-02
  351        2016-07-29T16:16:42  8.285e-02    1.862e-02
  352        2016-07-29T16:16:42  8.283e-02    1.862e-02
  353        2016-07-29T16:16:42  8.282e-02    1.862e-02
  354        2016-07-29T16:16:42  8.282e-02    1.862e-02
  355        2016-07-29T16:16:43  8.281e-02    1.861e-02
  356        2016-07-29T16:16:43  8.280e-02    1.861e-02
  357        2016-07-29T16:16:43  8.280e-02    1.861e-02
  358        2016-07-29T16:16:43  8.279e-02    1.861e-02
  359        2016-07-29T16:16:43  8.278e-02    1.861e-02
  360        2016-07-29T16:16:43  8.280e-02    1.861e-02
  361        2016-07-29T16:16:43  8.277e-02    1.861e-02
  362        2016-07-29T16:16:43  8.277e-02    1.861e-02
  363        2016-07-29T16:16:44  8.276e-02    1.861e-02
  364        2016-07-29T16:16:44  8.276e-02    1.861e-02
  365        2016-07-29T16:16:44  8.276e-02    1.861e-02
  366        2016-07-29T16:16:44  8.275e-02    1.861e-02
  367        2016-07-29T16:16:44  8.275e-02    1.861e-02
  368        2016-07-29T16:16:44  8.275e-02    1.861e-02
  369        2016-07-29T16:16:44  8.275e-02    1.861e-02
  370        2016-07-29T16:16:44  8.275e-02    1.861e-02
  371        2016-07-29T16:16:45  8.275e-02    1.861e-02
  372        2016-07-29T16:16:45  8.274e-02    1.861e-02
  373        2016-07-29T16:16:45  8.275e-02    1.861e-02
  374        2016-07-29T16:16:45  8.274e-02    1.861e-02
